EEG 1,EEG 2,EEG 3,EEG 4,EEG 5,EEG 6,EEG 7,EEG 8,Accelerometer X,Accelerometer Y,Accelerometer Z,Gyroscope X,Gyroscope Y,Gyroscope Z,Battery Level,Counter,Validation Indicator,State
750000.0625,735188.625,750000.0625,681197.625,248206.921875,750000.0625,746688.25,750000.0625,-0.05419921875,0.93017578125,0.3173828125,0.0,0.0,0.0,20.0,1.0,1.0,Rest
681626.3125,112633.125,750000.0625,750000.0625,-288421.65625,750000.0625,314057.59375,248202.28125,-0.06201171875,0.943359375,0.312255859375,0.0,0.0,0.0,20.0,2.0,1.0,Rest
586618.3125,-97990.234375,750000.0625,750000.0625,-299205.375,750000.0625,219680.640625,205215.3125,-0.06396484375,0.9482421875,0.310791015625,0.0,0.0,0.0,20.0,3.0,1.0,Rest
584041.25,142139.578125,610334.375,730865.875,-247660.203125,750000.0625,285709.9375,375495.46875,-0.063232421875,0.950927734375,0.313720703125,0.0,0.0,0.0,20.0,4.0,1.0,Rest
565067.5,432522.71875,750000.0625,709997.75,-226206.109375,699199.625,208804.734375,289308.9375,-0.066650390625,0.949951171875,0.313720703125,0.0,0.0,0.0,20.0,5.0,1.0,Rest
460121.78125,667982.625,750000.0625,726498.625,-171311.375,550391.625,197103.765625,304366.65625,-0.06689453125,0.9482421875,0.311279296875,0.0,0.0,0.0,20.0,6.0,1.0,Rest
442792.0,702903.375,750000.0625,750000.0625,-54875.14453125,713470.75,317396.84375,231248.75,-0.068603515625,0.94775390625,0.307373046875,-4.241942882537842,-3.814697027206421,-6.408690929412842,20.0,7.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,227566.96875,750000.0625,420475.5,621841.75,-0.070068359375,0.944091796875,0.306640625,-0.0915527269244194,-0.7629393935203552,-1.8920897245407104,20.0,8.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,399661.5625,750000.0625,750000.0625,750000.0625,-0.06591796875,0.941650390625,0.306396484375,1.0070799589157104,-0.0610351525247097,-0.7324218153953552,20.0,9.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,576380.0,750000.0625,750000.0625,750000.0625,-0.0673828125,0.938720703125,0.303955078125,1.4953612089157104,0.3051757514476776,-0.2441406100988388,20.0,10.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,705332.75,750000.0625,750000.0625,750000.0625,-0.06689453125,0.94140625,0.30615234375,1.7089842557907104,0.4577636420726776,-0.1220703050494194,20.0,11.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,695201.6875,750000.0625,750000.0625,750000.0625,-0.06689453125,0.94091796875,0.30859375,1.7700194120407104,0.4577636420726776,-0.03051757626235485,20.0,12.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,715771.8125,750000.0625,750000.0625,750000.0625,-0.066162109375,0.939697265625,0.3076171875,1.8920897245407104,0.3967284858226776,0.0,20.0,13.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.0673828125,0.94189453125,0.3046875,1.9836424589157104,0.5187987685203552,0.1220703050494194,20.0,14.0,1.0,Rest
750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.06884765625,0.94384765625,0.303466796875,1.9836424589157104,0.5187987685203552,0.0610351525247097,20.0,15.0,1.0,Rest
745411.875,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,750000.0625,-0.069091796875,0.944091796875,0.30322265625,1.9531248807907104,0.4882812201976776,0.0915527269244194,20.0,16.0,1.0,Rest
639779.8125,749992.1875,750000.0625,750000.0625,750000.0625,750000.0625,743925.25,737202.125,-0.0693359375,0.947021484375,0.307861328125,1.8920897245407104,0.5187987685203552,0.1220703050494194,20.0,17.0,1.0,Rest
555240.1875,650544.25,750000.0625,750000.0625,651194.9375,685488.0625,644438.3125,639491.75,-0.0693359375,0.946044921875,0.3095703125,1.8310545682907104,0.6103515028953552,0.0610351525247097,20.0,18.0,1.0,Rest
511197.46875,598603.5,750000.0625,750000.0625,598993.0,630865.5625,592161.3125,588239.9375,-0.0693359375,0.947998046875,0.30810546875,1.7700194120407104,0.4882812201976776,0.1831054538488388,20.0,19.0,1.0,Rest
493710.53125,577826.625,750000.0625,750000.0625,578552.9375,608969.4375,571033.4375,567518.5,-0.069580078125,0.949462890625,0.30517578125,1.7395018339157104,0.5187987685203552,0.1220703050494194,20.0,20.0,1.0,Rest
478768.21875,560172.625,750000.0625,750000.0625,560845.625,590349.1875,553222.9375,550099.375,-0.06982421875,0.949951171875,0.3046875,1.6174315214157104,0.4577636420726776,0.03051757626235485,20.0,21.0,1.0,Rest
464505.03125,543451.0625,750000.0625,750000.0625,543387.625,572835.375,536376.25,533819.0625,-0.06982421875,0.9482421875,0.305908203125,1.5563963651657104,0.3662109076976776,0.1220703050494194,20.0,22.0,1.0,Rest
451479.34375,528207.875,750000.0625,750000.0625,527345.6875,556878.375,520915.3125,518861.875,-0.071533203125,0.948486328125,0.308349609375,1.5563963651657104,0.4882812201976776,0.1220703050494194,20.0,23.0,1.0,Rest
440011.1875,514737.28125,750000.0625,750000.0625,513753.875,542687.5,507205.8125,505420.1875,-0.0751953125,0.94921875,0.306396484375,1.3732908964157104,0.3967284858226776,-0.0610351525247097,20.0,24.0,1.0,Rest
429663.75,502561.5625,750000.0625,750000.0625,501954.59375,529782.0625,494867.65625,493167.21875,-0.07177734375,0.94873046875,0.306396484375,1.2817381620407104,0.2441406100988388,-0.0915527269244194,20.0,25.0,1.0,Rest
419737.25,490905.125,750000.0625,750000.0625,490343.84375,517485.75,483180.28125,481664.5625,-0.072998046875,0.9482421875,0.304443359375,1.3122557401657104,0.1831054538488388,0.0915527269244194,20.0,26.0,1.0,Rest
410056.0,479635.28125,750000.0625,750000.0625,478466.90625,505663.625,471853.21875,470680.90625,-0.0751953125,0.94677734375,0.304443359375,1.3122557401657104,0.1525878757238388,0.0,20.0,27.0,1.0,Rest
401105.03125,469242.0,750000.0625,750000.0625,467402.53125,494762.5,461341.0,460457.21875,-0.07421875,0.945556640625,0.3046875,1.3427733182907104,-0.03051757626235485,0.0,20.0,28.0,1.0,Rest
393272.875,460036.28125,750000.0625,750000.0625,458183.15625,485085.28125,452064.5,451265.1875,-0.07373046875,0.947998046875,0.307373046875,1.3122557401657104,-0.1525878757238388,0.0,20.0,29.0,1.0,Rest
386198.28125,451696.5,750000.0625,750000.0625,450250.53125,476218.96875,443688.75,442850.65625,-0.073486328125,0.947998046875,0.307861328125,1.0375975370407104,-0.1525878757238388,0.0,20.0,30.0,1.0,Rest
379248.40625,443576.375,750000.0625,750000.0625,442226.6875,467619.78125,435606.46875,434813.875,-0.07177734375,0.946044921875,0.30712890625,1.0070799589157104,-0.1220703050494194,0.03051757626235485,20.0,31.0,1.0,Rest
372332.53125,435550.5,750000.0625,750000.0625,433715.40625,459245.75,427631.0,427029.21875,-0.072021484375,0.944580078125,0.306884765625,0.9765624403953552,-0.2441406100988388,0.1831054538488388,20.0,32.0,1.0,Rest
365895.46875,428080.0,750000.0625,750000.0625,425707.15625,451453.65625,420145.84375,419738.78125,-0.072265625,0.947021484375,0.30712890625,1.0070799589157104,-0.2136230319738388,0.2746581733226776,20.0,33.0,1.0,Rest
360301.46875,421518.875,750000.0625,750000.0625,419152.90625,444513.90625,413540.90625,413145.09375,-0.0732421875,0.946533203125,0.3076171875,0.9155272841453552,-0.3967284858226776,0.2441406100988388,20.0,34.0,1.0,Rest
355254.96875,415558.125,750000.0625,750000.0625,413618.6875,438137.5,407596.875,407111.21875,-0.071533203125,0.947021484375,0.307373046875,0.8544921278953552,-0.4882812201976776,0.4272460639476776,20.0,35.0,1.0,Rest
350203.5625,409645.09375,750000.0625,750000.0625,407832.0,431862.09375,401751.0,401251.5625,-0.0703125,0.945556640625,0.30712890625,0.9155272841453552,-0.6713866591453552,0.3662109076976776,20.0,36.0,1.0,Rest
345073.21875,403699.875,750000.0625,750000.0625,401470.96875,425666.28125,395888.46875,395533.625,-0.0703125,0.943603515625,0.307373046875,0.9460448622703552,-0.5798339247703552,0.2746581733226776,20.0,37.0,1.0,Rest
340306.9375,398165.3125,750000.0625,750000.0625,395475.78125,419915.625,390375.46875,390174.40625,-0.068359375,0.94140625,0.306640625,0.9765624403953552,-0.6408690810203552,0.3356933295726776,20.0,38.0,1.0,Rest
336197.625,393332.53125,750000.0625,750000.0625,390700.28125,414805.03125,385522.09375,385335.6875,-0.069091796875,0.940673828125,0.30322265625,1.1901854276657104,-0.6103515028953552,0.5493163466453552,20.0,39.0,1.0,Rest
332509.125,388964.28125,750000.0625,750000.0625,386749.5625,410108.5625,381142.59375,380883.21875,-0.06884765625,0.943603515625,0.302734375,1.4648436307907104,-0.6713866591453552,0.6103515028953552,20.0,40.0,1.0,Rest
328754.46875,384560.71875,750000.0625,750000.0625,382488.78125,405431.875,376790.625,376516.6875,-0.066650390625,0.9443359375,0.3046875,1.4953612089157104,-0.7324218153953552,0.5493163466453552,20.0,41.0,1.0,Rest
324843.71875,380040.65625,750000.0625,750000.0625,377593.3125,400733.8125,372340.125,372192.15625,-0.06591796875,0.944091796875,0.307373046875,1.2512205839157104,-0.7934569716453552,0.5187987685203552,20.0,42.0,1.0,Rest
321200.84375,375797.03125,750000.0625,750000.0625,372953.53125,396348.84375,368115.1875,368115.46875,-0.06591796875,0.945068359375,0.303466796875,1.3732908964157104,-0.7019042372703552,0.7019042372703552,20.0,43.0,1.0,Rest
318128.8125,372178.5625,750000.0625,750000.0625,369400.15625,392531.34375,364462.90625,364476.78125,-0.068359375,0.94873046875,0.30615234375,1.4038084745407104,-0.6408690810203552,0.5798339247703552,20.0,44.0,1.0,Rest
315391.25,368930.40625,750000.0625,750000.0625,366551.5625,389021.65625,361197.78125,361135.90625,-0.06787109375,0.949951171875,0.3056640625,1.2207030057907104,-0.6408690810203552,0.5493163466453552,20.0,45.0,1.0,Rest
312535.59375,365579.0625,750000.0625,750000.0625,363353.8125,385466.65625,357911.875,357840.8125,-0.067626953125,0.949462890625,0.30712890625,1.1596678495407104,-0.7629393935203552,0.7019042372703552,20.0,46.0,1.0,Rest
309481.90625,362062.78125,750000.0625,750000.0625,359483.84375,381813.9375,354453.625,354499.40625,-0.066650390625,0.94677734375,0.306884765625,1.0986326932907104,-0.7629393935203552,0.7019042372703552,20.0,47.0,1.0,Rest
306638.59375,358763.5,750000.0625,749787.25,355803.03125,378415.21875,351171.40625,351341.53125,-0.06689453125,0.9453125,0.303466796875,1.4038084745407104,-0.7019042372703552,0.7629393935203552,20.0,48.0,1.0,Rest
304292.0,355970.6875,750000.0625,743051.6875,353097.78125,375474.71875,348354.09375,348537.75,-0.0654296875,0.946533203125,0.303466796875,1.4953612089157104,-0.6408690810203552,0.6408690810203552,20.0,49.0,1.0,Rest
302238.25,353534.53125,750000.0625,736870.6875,351036.3125,372810.40625,345889.3125,346000.46875,-0.06396484375,0.950439453125,0.301513671875,1.2512205839157104,-0.7629393935203552,0.6713866591453552,20.0,50.0,1.0,Rest
300066.09375,350973.625,750000.0625,730811.0625,348632.34375,370092.96875,343397.09375,343486.25,-0.062744140625,0.947265625,0.3037109375,1.2207030057907104,-0.6713866591453552,0.8544921278953552,20.0,51.0,1.0,Rest
297625.75,348149.09375,750000.0625,724566.9375,345504.78125,367188.5,340640.78125,340834.625,-0.062744140625,0.9482421875,0.301513671875,1.4343260526657104,-0.5493163466453552,0.7629393935203552,20.0,52.0,1.0,Rest
295346.5,345516.84375,750000.0625,718562.8125,342502.5,364467.5625,337986.90625,338316.28125,-0.06298828125,0.9501953125,0.3037109375,1.4038084745407104,-0.3662109076976776,0.6103515028953552,20.0,53.0,1.0,Rest
293556.125,343400.78125,750000.0625,713297.0625,340456.78125,362218.09375,335826.84375,336166.3125,-0.06298828125,0.950439453125,0.30322265625,1.1291502714157104,-0.3967284858226776,0.5798339247703552,20.0,54.0,1.0,Rest
292024.84375,341568.03125,750000.0625,708520.1875,339006.96875,360223.6875,333998.03125,334232.09375,-0.06494140625,0.9482421875,0.3037109375,1.1291502714157104,-0.3967284858226776,0.4882812201976776,20.0,55.0,1.0,Rest
290319.59375,339567.1875,750000.0625,703729.3125,337162.03125,358105.09375,332066.75,332260.3125,-0.06640625,0.9462890625,0.301025390625,1.0375975370407104,-0.3051757514476776,0.5187987685203552,20.0,56.0,1.0,Rest
288360.59375,337311.875,750000.0625,698740.6875,334607.96875,355776.21875,329864.75,330174.4375,-0.0673828125,0.947509765625,0.30029296875,0.9765624403953552,-0.3051757514476776,0.4882812201976776,20.0,57.0,1.0,Rest
